epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,478.49,0.56318,0.38013,0.87642,0.82794,0.82706,0.84355,0.45764,1.56111,0.907,1.45493,0.0002279,0.0002279,0.0002279
181,481.09,0.56496,0.38966,0.87159,0.88141,0.78125,0.83688,0.45743,1.56006,0.90253,1.46523,0.000218,0.000218,0.000218
182,483.809,0.61206,0.40302,0.87391,0.84073,0.79688,0.83562,0.46111,1.56164,0.91308,1.46325,0.0002081,0.0002081,0.0002081
183,486.541,0.57447,0.3772,0.8629,0.83823,0.80968,0.82741,0.46844,1.54582,0.92375,1.45285,0.0001982,0.0001982,0.0001982
184,489.473,0.55086,0.37807,0.86876,0.79706,0.8125,0.82848,0.46677,1.5229,0.93372,1.43616,0.0001883,0.0001883,0.0001883
185,492.049,0.56082,0.37929,0.87762,0.80971,0.8125,0.83623,0.46759,1.52178,0.93662,1.44653,0.0001784,0.0001784,0.0001784
186,494.736,0.55605,0.37649,0.88288,0.83318,0.78042,0.84501,0.46,1.56137,0.94966,1.4785,0.0001685,0.0001685,0.0001685
187,497.311,0.51404,0.38446,0.8091,0.81444,0.78125,0.84707,0.46852,1.58002,0.94536,1.48566,0.0001586,0.0001586,0.0001586
188,499.941,0.60371,0.37671,0.9051,0.89234,0.71875,0.84463,0.47114,1.55863,0.95217,1.4791,0.0001487,0.0001487,0.0001487
189,502.605,0.5507,0.37015,0.86918,0.89978,0.71875,0.84084,0.475,1.54254,0.94593,1.47413,0.0001388,0.0001388,0.0001388
190,505.206,0.55415,0.39634,0.87348,0.8087,0.7927,0.84672,0.47842,1.5204,0.93111,1.45745,0.0001289,0.0001289,0.0001289
191,508.671,0.59138,0.37342,0.86576,0.85218,0.8125,0.85975,0.47846,1.5406,0.93422,1.47495,0.000119,0.000119,0.000119
192,511.328,0.54959,0.35966,0.86027,0.81242,0.82812,0.85111,0.4549,1.56837,0.91401,1.48961,0.0001091,0.0001091,0.0001091
193,513.929,0.51241,0.33625,0.84419,0.79684,0.8125,0.8363,0.45238,1.57825,0.90356,1.50717,9.92e-05,9.92e-05,9.92e-05
194,516.604,0.5709,0.41182,0.8997,0.8365,0.76562,0.83107,0.4426,1.57489,0.91576,1.49955,8.93e-05,8.93e-05,8.93e-05
195,519.289,0.52844,0.35338,0.85276,0.89191,0.77363,0.82971,0.4447,1.58344,0.92131,1.4994,7.94e-05,7.94e-05,7.94e-05
196,521.913,0.53729,0.34404,0.85199,0.87125,0.78125,0.8298,0.44035,1.59141,0.92673,1.51115,6.95e-05,6.95e-05,6.95e-05
197,524.49,0.49685,0.33001,0.84049,0.86211,0.78125,0.83013,0.44415,1.59378,0.93223,1.51103,5.96e-05,5.96e-05,5.96e-05
198,527.107,0.49038,0.33759,0.85209,0.83604,0.79688,0.84255,0.44609,1.60347,0.93549,1.51001,4.97e-05,4.97e-05,4.97e-05
199,529.732,0.50122,0.33291,0.84375,0.8364,0.79688,0.83957,0.44282,1.60221,0.93671,1.51133,3.98e-05,3.98e-05,3.98e-05
200,532.393,0.49519,0.32733,0.82814,0.85186,0.80866,0.84004,0.44285,1.59729,0.94114,1.50846,2.99e-05,2.99e-05,2.99e-05
